unitid,instnm,domain,source,status
475486,Paul Mitchell the School-Arlington,paulmitchell.edu,google,ok
475495,Rocky Mountain University of Health Professions,rm.edu,google,ok
475547,Paul Mitchell the School-Fort Myers,paulmitchell.edu,google,ok
475556,Paul Mitchell the School-Raleigh,paulmitchell.edu,google,ok
475565,CUNY Stella and Charles Guttman Community College,guttman.cuny.edu,duckduckgo,ok
475574,Lil Lou's Beauty and Barber College,lillousbeautyandbarbercollege.com,google,ok
475608,Criswell College,criswell.edu,google,ok
475653,Reflections Academy of Beauty,reflectionsacademyofbeauty.com,google,ok
475662,UCAS University of Cosmetology Arts & Sciences-La Joya,ucastx.com,google,ok
475705,Annenberg School of Nursing,asn.edu,google,ok
475714,American Medical Academy,ama.edu,google,ok
475723,Tooele Technical College,tooeletech.edu,google,ok
475732,Chamberlain University-Georgia,chamberlain.edu,google,ok
475741,Chamberlain University-Indiana,chamberlain.edu,google,ok
475839,Sessions College for Professional Design,sessions.edu,google,ok
476063,Tulsa Welding School-Jacksonville,tws.edu,google,ok
476179,Empire Beauty School-Virginia Beach,empire.edu,placeholder,ok
476230,Ross College-Morgantown,rosseducation.edu,google,ok
476355,Miami Ad School-New York,miamiadschool.com,google,ok
476489,Larry's Barber College,larrysbarbercollege.com,google,ok
476498,Futura Career Institute,futuracareerinstitute.net,placeholder,ok
476540,Vogue College of Cosmetology-San Antonio Fredericksburg,vogue.edu,google,ok
476559,Vogue College of Cosmetology,vogue.edu,google,ok
476568,Tomorrow's Image Barber And Beauty Academy of Virginia,tomorrowsimage.com,google,ok
476595,Medical Allied Career Center,medicalallied.edu,google,ok
476601,Bais HaMedrash and Mesivta of Baltimore,bhmb.edu,google,ok
476610,Barber & Beauty Institute of New York,bbiny.edu,google,ok
476629,Salon Institute-Toledo Campus,saloninstitute.edu,google,ok
476683,Athena Career Academy,athenacareers.edu,google,ok
476692,Yeshiva Gedolah Zichron Leyma,yzl.edu,placeholder,ok
476708,The Barber School,thebarberschool.com,google,ok
476717,Be'er Yaakov Talmudic Seminary,byts.edu,placeholder,ok
476726,Rio Grande Valley College,rgvcollege.edu,google,ok
476735,Alexander Academy,alexanderacademy.com,google,ok
476753,Aveda Institute-Tucson,avedainspiregreatness.com,google,ok
476780,Diamond Beauty College,diamondbeauty.edu,google,ok
476799,Unitek College,unitekcollege.edu,google,ok
476805,University Academy of Hair Design,uahairdesign.com,placeholder,ok
476814,Florida Institute of Recording Sound and Technology,first.edu,google,ok
476841,Paul Mitchell the School-Reno,paulmitchell.edu,google,ok
476850,Boise Barber College,boisebarbercollege.com,google,ok
476869,Austin Kade Academy,austinkade.com,google,ok
476878,Aesthetic Science Institute,aestheticscienceinstitute.edu,google,ok
476887,Elaine Sterling Institute,elainesterling.com,google,ok
476896,Wade Gordon Hairdressing Academy,wadegordonacademy.com,google,ok
476902,Mitsu Sato Hair Academy,mitsusatohairacademy.com,google,ok
476939,FVI School of Nursing and Technology,fvi.edu,google,ok
476975,Colorado State University Global,csuglobal.edu,placeholder,ok
476984,Paul Mitchell the School-Overland Park,paulmitchell.edu,google,ok
476993,Medspa Academies,nima.edu,google,ok
477002,Brighton Institute of Cosmetology,brightoninstitute.net,google,ok
477039,West Coast University-Texas,westcoastuniversity.edu,google,ok
477233,Evangel University-James River Assembly of God Church,evangel.edu,google,ok
478582,Empire Beauty School-Savannah,empire.edu,placeholder,ok
478591,Ogle School Hair Skin Nails-Denton,ogleschool.edu,google,ok
478616,Empire Beauty School-West Greensboro,empire.edu,placeholder,ok
478917,Hays Academy of Hair Design,haysacademy.com,placeholder,ok
478953,Bellus Academy,bellusacademy.edu,google,ok
479062,MotoRing Technical Training Institute,mtti.edu,google,ok
479424,Unitek College,unitekcollege.edu,google,ok
479956,Pennsylvania State University-World Campus,worldcampus.psu.edu,google,ok
479965,MCI Institute of NJ,mcinj.edu,placeholder,ok
479974,Advance Beauty Techs Academy,abt.edu,google,ok
479992,Brand College,brandcollege.edu,google,ok
480000,Hinton Barber and Beauty College,hintonbarberbeauty.com,google,ok
480019,Advanced Career Institute,advanced.edu,google,ok
480028,Digital Film Academy,,wikipedia,ok
480037,MyComputerCareer at Raleigh,mycomputercareer.edu,google,ok
480073,South University-Austin,southuniversity.edu,wikipedia,ok
480091,Bryant & Stratton College-Online,bryantstratton.edu,google,ok
480125,Ogle School Hair Skin Nails-San Antonio,ogleschool.edu,google,ok
480161,Ideal Beauty Academy,idealbeautyacademy.net,placeholder,ok
480198,Warner Pacific University Professional and Graduate Studies,warnerpacific.edu,google,ok
480204,Platt College-Riverside,plattcollege.edu,google,ok
480310,Empire Beauty School-Glen Burnie,empire.edu,placeholder,ok
480471,UEI College-Stockton,uei.edu,google-favicon-256,ok
480523,Ross Medical Education Center-Dayton,rosseducation.edu,google,ok
480532,Ross Medical Education Center-Ontario,rosseducation.edu,google,ok
480550,Ross Medical Education Center-Bowling Green,rosseducation.edu,google,ok
480569,Florida Institute of Technology-Online,fit.edu,google,ok
480657,Rasmussen University-Kansas,rasmussen.edu,placeholder,ok
480727,School of Missionary Aviation Technology,smat.edu,google,ok
480781,California Miramar University,calmu.edu,placeholder,ok
480790,Rocky Vista University,rvu.edu,google,ok
480824,The College of Health Care Professions-Dallas,chcp.edu,google,ok
480833,The College of Health Care Professions-Fort Worth,chcp.edu,google,ok
480842,Shear Finesse Beauty Academy,shearfinessehairacademy.com,google,ok
480851,Miami Media School,beonair.com,google,ok
480879,Academy of Salon Professionals,academyofsalonprofessionals.com,google,ok
480888,CyberTex Institute of Technology,cybertex.edu,google,ok
480903,New England Tractor Trailer Training School of CT-Bridgeport,nettts.com,google,ok
480921,Designer Barber & Stylist School,designercollege.net,google,ok
480930,Paul Mitchell the School-Woodbridge,paulmitchell.edu,google,ok
480967,College of the Muscogee Nation,cmn.edu,google,ok
480976,The Salon Professional Academy-Huntsville,huntsvilletspa.com,google,ok
480985,Midwives College of Utah,midwifery.edu,google,ok
480994,Aspen Beauty Academy of Laurel,aspenlaurel.edu,google,ok
481003,M T Training Center,mttrainingcenter.org,google,ok
481021,Berks Career & Technology Center,berkscareer.com,google,ok
481030,Future Generations University,future.edu,google,ok
481049,Carthage R9 School District-Carthage Technical Center,ctc.carthagetigers.org,duckduckgo,ok
481058,Grace Mission University,gm.edu,google,ok
481067,World A Cuts Barber Institute,worldacuts.com,placeholder,ok
481085,Verve College,vervecollege.edu,google,ok
481094,Sotheby's Institute of Art-NY,sothebysinstitute.com,google,ok
481100,Top Nails & Hair Beauty School,topbeautyschoolutah.com,google,ok
481128,Santa Ana Beauty College,savcusa.com,google,ok
481137,Shepherds College,shepherdscollege.edu,google,ok
481146,Woodruff Medical and Wellness Training,woodruffmedical.edu,google,ok
481155,Helms College,helms.edu,google,ok
481182,Ukiah Adult School,adultschool.uusd.net,google,ok
481191,Riverside County Office of Education-School of Career Education,riversidesce.org,google,ok
481207,Institute of Health Sciences,iohs.org,google,ok
481225,Mid-South Christian College,midsouthchristian.edu,google,ok
481243,New York Institute of Beauty,nyib.edu,google,ok
481252,Ultrasound Medical Institute,nriinstitute.edu,placeholder,ok
481289,Xavier College School of Nursing,xavier-college.com,google,ok
481298,Lawrence & Company College of Cosmetology,lawrenceandco.net,placeholder,ok
481313,Kaizen Beauty Academy,kba.edu,google,ok
481331,Sharp Edgez Barber Institute,sharpedgez.com,google,ok
481340,The Salon Professional Academy-Nashville,nashvillebeautyschool.com,google,ok
481368,Prestige Health & Beauty Sciences Academy,phabsa.com,duckduckgo,ok
481386,California Career Institute,calinstitute.edu,google,ok
481401,Grace School of Theology,gsot.edu,google,ok
481410,Yeshiva Gedolah Kesser Torah,yeshivagedolahkessertorah.com,duckduckgo,ok
481429,Universal Training Institute,universaluti.com,google,ok
481438,Yeshiva Yesodei Hatorah,yeshivayesodeihatorahlakewood.com,duckduckgo,ok
481447,Center for the Healing Arts,centerforthehealingartsnj.com,google,ok
481456,Bonnie Joseph Academy of Cosmetology & Barbering,bonniejosephacademy.edu,placeholder,ok
481465,Healthcare Training Institute,healthcaretraininginstitutenola.net,google,ok
481474,J D Academy of Salon and Spa,jdacademy.com,google,ok
481483,Boca Beauty Academy,bocabeautyacademy.edu,google,ok
481517,SPBK Enterprises Inc,citypointebeauty.com,google,ok
481526,The Chrysm Institute of Esthetics,chrysm.edu,google,ok
481535,Sanford Burnham Prebys Medical Discovery Institute,sbpdiscovery.org,google,ok
481571,Belle Academy of Cosmetology LLC,belleacademy.com,google,ok
481678,Empire Beauty School-Augusta,empire.edu,placeholder,ok
481720,South University-High Point,southuniversity.edu,wikipedia,ok
481739,Empire Beauty School-Vernon Hills,empire.edu,placeholder,ok
481748,Empire Beauty School-Stone Park,empire.edu,placeholder,ok
481775,San Joaquin Valley College-Lancaster,sjvc.edu,google,ok
481845,Empire Beauty School-Rochester,empire.edu,placeholder,ok
481863,Ross Medical Education Center-Kokomo,rosseducation.edu,google,ok
481890,Ross Medical Education Center-Erlanger,rosseducation.edu,google,ok
481906,Ross Medical Education Center-Charleston,rosseducation.edu,google,ok
481960,InterCoast Colleges-Fairfield,intercoast.edu,google,ok
482015,Southern Careers Institute-San Antonio,scitexas.edu,google,ok
482060,Milan Institute-Merced,milaninstitute.edu,google,ok
482097,Midwest Technical Institute-Missouri,midwesttech.edu,google,ok
482149,Augusta University,augusta.edu,wikipedia,ok
482158,Middle Georgia State University,mga.edu,wikipedia,ok
482167,Trenz Beauty Academy,trenzbeautyacademy.com,google,ok
482176,Paul Mitchell the School-Denver,paulmitchell.edu,google,ok
482185,Academy of Interactive Entertainment,seattle.aie.edu,google,ok
482194,Arrojo Cosmetology School,arrojocosmetology.com,duckduckgo,ok
482200,Cosmetology Academy of Texarkana,cosmetologyacademyoftexarkana.com,placeholder,ok
482228,Veritas Baptist College,vbc.edu,google,ok
482246,Lynnes Welding Training,learntoweld.com,duckduckgo,ok
482255,Aviation Institute of Maintenance-Las Vegas,aviationmaintenance.edu,google,ok
482291,UEI College-Bakersfield,uei.edu,placeholder,ok
482413,DeVry College of New York,devry.edu,google,ok
482422,DeVry University-Arizona,devry.edu,google,ok
482431,DeVry University-California,devry.edu,google,ok
482459,DeVry University-Florida,devry.edu,google,ok
482468,DeVry University-Georgia,devry.edu,google,ok
482477,DeVry University-Illinois,devry.edu,google,ok
482547,DeVry University-Nevada,devry.edu,google,ok
482556,DeVry University-New Jersey,devry.edu,google,ok
482574,DeVry University-Ohio,devry.edu,google,ok
482635,DeVry University-Texas,devry.edu,google,ok
482653,DeVry University-Virginia,devry.edu,google,ok
482680,University of North Georgia,ung.edu,google,ok
482699,South Georgia State College,sgsc.edu,google,ok
482705,Northeastern University Professional Programs,northeastern.edu,google,ok
482936,Florida Polytechnic University,floridapoly.edu,google,ok
482963,American Institute-Toms River,americaninstitute.edu,google,ok
482981,Alamo City Barber College,alamocitybarbercollege.com,google,ok
482990,Arizona College-Mesa,arizonacollege.edu,google,ok
483009,American College of Healthcare and Technology,ach.edu,google,ok
483018,Antioch College,antiochcollege.edu,google,ok
483036,Texas A&M University-Central Texas,tamuct.edu,google,ok
483045,Central Georgia Technical College,centralgatech.edu,wikipedia,ok
483054,Barber School of Pittsburgh,bsp.edu,google,ok
483106,Innovate Salon Academy,innovatesalonacademy.com,google,ok
483124,Arizona State University Digital Immersion,asu.edu,google,ok
483212,Louisiana Delta Community College,ladelta.edu,google,ok
483221,Learnet Academy Inc,learnet.edu,google,ok
483230,The Fab School,thefabschool.com,google,ok
483258,Networks Barber College,networksbarbercollege.com,google,ok
483276,JB's Hair Design and Barber College,jbsbarbercollege.org,placeholder,ok
483328,Paul Mitchell the School-Lombard,paulmitchell.edu,google,ok
483337,Paul Mitchell the School-Greenville,paulmitchell.edu,google,ok
483346,Barber and Beauty Academy of Pennsylvania,barberandbeautyacademyofpa.com,google,ok
483355,Delta College of Arts & Technology-Lafayette Campus,deltacollege.com,google,ok
483364,Delta College-Slidell Campus,deltacollege.com,google,ok
483373,Integrity College of Health,ich.edu,google,ok
483382,Electrical and HVAC/R Training Center,electricaltrainingcenter.edu,placeholder,ok
483425,Alexander Paul Institute of Hair Design,alexanderpaul.edu,placeholder,ok
483470,More Tech Institute,moretechinstitute.edu,google,ok
483504,Dorsey College-Dearborn,dorsey.edu,google,ok
483513,Neecee's Barber College,neeceescollege.com,placeholder,ok
483559,Bella Cosmetology and Barber College,bellacollege.com,google,ok
483577,Franklin Hair Academy School of Cosmetology,franklinhairacademy.com,google,ok
483595,Ana G. Mendez University,agmu.edu,google,ok
483647,Ohio Institute of Allied Health,oiah.edu,google,ok
483708,Access Careers,accesscareers.net,google,ok
483726,Luckes Beauty Academy LLC,luckesbeautyacademy.com,google,ok
483735,Total Transformation Institute of Cosmetology,ttioc.edu,google,ok
483744,Vibe Barber College,vibebarbercollege.edu,google,ok
483753,Champ's Barber School,champsbarberschool.com,placeholder,ok
483780,Washington University of Science and Technology,wust.edu,google,ok
483799,East-West Healing Arts Institute,acupressureschool.com,google,ok
483814,Standard Healthcare Services-College of Nursing,standardcollege.edu,google,ok
483823,Philadelphia Technician Training,ptt.edu,google,ok
483841,Grace International Beauty School,gibs.edu,placeholder,ok
483850,Alliance Computing Solutions,acs.edu,placeholder,ok
483869,InterAmerican Technical Institute,iti.edu,google,ok
483878,Bay Area Medical Academy,bamasf.edu,google,ok
483887,Mind Body Institute,mindbody.edu,google,ok
483896,Parisian Spa Institute,psijax.edu,google,ok
483911,Creative Touch Cosmetology School,creativetouch.edu,google,ok
483920,LaBarberia Institute of Hair,labarberiainstitute.com,google,ok
483948,Bos-Man's Barber College,bosmansbarbercollege.com,google,ok
483957,Lawrence & Company College of Cosmetology,lawrencecosmetology.com,google,ok
483975,Alabama College of Osteopathic Medicine,acom.edu,google,ok
484002,High Desert Medical College,hdmc.edu,google,ok
484011,Paul Mitchell the School-Schenectady,paulmitchell.edu,google,ok
484020,Beyond Measure Barbering Institute,beyondmeasurebarbering.com,placeholder,ok
484048,Barber Institute of Texas,bit.edu,placeholder,ok
484057,Jupiter Beauty Academy,jba.edu,google,ok
484066,MedQuest College,medquestcollege.edu,google,ok
484075,First Coast Barber Academy,firstcoastbarberacademy.com,google,ok
484084,Debutantes School of Cosmetology and Nail Technology,debschool.com,google,ok
484093,Paul Mitchell the School-Farmington Hills,paulmitchell.edu,google,ok
484109,Paul Mitchell the School-Merrillville,paulmitchell.edu,google,ok
484127,TIGI Hairdressing Academy Newtown,tiginewtown.com,google,ok
484136,Yahweh Beauty Academy,yahwehbeautyacademy.com,placeholder,ok
484163,Arizona School of Integrative Studies,asismassage.edu,placeholder,ok
484172,Lee Professional Institute,leeproinstitute.edu,google,ok
484190,Park Place Premier Barber School,parkplacebarberschool.edu,google,ok
484206,The Salon Professional Academy-San Jose,tspasanjose.com,google,ok
484233,Tri-Community Adult Education,tri-communityadulted.org,google,ok
484330,Ross Medical Education Center-Owensboro,rosseducation.edu,google,ok
484349,Ross Medical Education Center-Evansville,rosseducation.edu,google,ok
484358,Ross Medical Education Center-Johnson City,rosseducation.edu,google,ok
484367,North-West College-Anaheim,nw.edu,google,ok
484376,North-West College-Long Beach,nw.edu,google,ok
484394,Taylor Andrews Academy of Hair Design-Provo,taylorandrew.com,google,ok
484473,University of Florida-Online,ufonline.ufl.edu,google,ok
484604,Ogle School Hair Skin Nails-Stafford,ogleschool.edu,google,ok
484613,University of Phoenix-Arizona,phoenix.edu,placeholder,ok
484631,University of Phoenix-California,phoenix.edu,placeholder,ok
484710,University of Phoenix-Nevada,,placeholder,ok
484756,University of Phoenix-Texas,phoenix.edu,placeholder,ok
484844,Minerva University,minerva.edu,google,ok
484862,University of West Los Angeles,uwla.edu,google,ok
484871,Rabbinical College Ohr Yisroel,rabbinicalcollegeohryisroel.com,google,ok
484899,Aveda Institute-Phoenix,avedainspiregreatness.com,google,ok
484905,University of North Texas at Dallas,untdallas.edu,wikipedia,ok
484923,Dermal Science International Aesthetics and Nail Academy,dsiacademy.edu,google,ok
484932,BridgeValley Community & Technical College,bridgevalley.edu,google,ok
484950,Northwest College-Medford,nwcollege.edu,google,ok
484996,Houston Training Schools-Gessner,houstontrainingschools.net,google,ok
485014,Empire Beauty School-Buffalo,empire.edu,placeholder,ok
485032,Paul Mitchell the School-Toledo,paulmitchell.edu,google,ok
485111,Georgia Military College,gmc.edu,wikipedia,ok
485166,Beau Monde Academy of Barbering and Cosmetology,beaumondeacademy.com,duckduckgo,ok
485236,Fountain of Youth Academy of Cosmetology,fountainofyouthacademy.edu,google,ok
485272,West Coast University-Miami,westcoastuniversity.edu,google,ok
485342,Aparicio-Levy Technical College,hillsboroughschools.org,google,ok
485360,The Vocational Nursing Institute Inc,vocationalnursinginstitute.com,google,ok
485379,Hollywood Institute of Beauty Careers-West Palm Beach,hi.edu,google,ok
485388,Hollywood Institute of Beauty Careers-Casselberry,hi.edu,google,ok
485397,Empire Beauty School-Cheltenham,empire.edu,placeholder,ok
485403,High Tech High Graduate School of Education,hthgse.edu,google,ok
485412,Coachella Valley Beauty College-Hemet,cvbeautycollege.com,placeholder,ok
485458,Coastal Pines Technical College,coastalpines.edu,placeholder,ok
485467,Carrington College-Administrative Office,carrington.edu,google,ok
485476,Studio Beauty School,studiobeautyschool.com,google,ok
485485,Latin Beauty Academy,latinbeautyacademy.edu,google,ok
485494,Associated Barber College of San Diego,associatedbarbercollege.edu,google,ok
485500,ABCO Technology,abcotechnology.edu,google,ok
485519,Lionel University,lionel.edu,google,ok
485546,California Intercontinental University,caluniversity.edu,google,ok
485564,Infinity College,infinitycollege.edu,google,ok
485573,Universal Healthcare Careers College,uhcc.edu,google,ok
485591,New Beginnings Beauty Academy,nbbacosmetology.com,placeholder,ok
485607,Dolce The Academy,dolceacademy.edu,placeholder,ok
485698,American College of the Building Arts,acba.edu,google,ok
485704,River Valley School of Massage,rvsmassage.com,google,ok
485768,Atlantis University,atlantisuniversity.edu,google,ok
485801,Westchester School for Medical & Dental Assistants,wsmda.edu,google,ok
485856,Studio Incamminati,studioincamminati.edu,google,ok
485874,Salon Boutique Academy,salonboutiqueacademy.com,google,ok
485926,GA Beauty & Barber School,gabeautybarber.com,google,ok
485953,The Recording Conservatory of Austin,trcoa.edu,google,ok
485962,VH Barber & Styling Academy,vhacademy.edu,google,ok
485999,Bet Medrash Gadol Ateret Torah,betmedrashgadolaterettorah.com,duckduckgo,ok
486017,Yeshiva Ohr Yisrael,yoy.edu,google,ok
486026,Yeshiva Sholom Shachna,yeshivasholomshachna.com,duckduckgo,ok
486053,Bethlehem College & Seminary,bcsmn.edu,google,ok
486080,Elmezzi Graduate School of Molecular Medicine,northwell.edu,google,ok
486123,Theatre of Arts,toa.edu,google,ok
486141,Westchester College of Nursing & Allied Health,westchestercollege.edu,placeholder,ok
486150,Treasure Coast Technical College,tctc.indianriverschools.org,google,ok
486169,American College of Barbering,americancollegeofbarbering.com,google,ok
486196,Beth Medrash Meor Yitzchok,bethmedrashmeoryitzchok.com,duckduckgo,ok
486202,Mingo Extended Learning Center,mingoschools.com,google,ok
486239,San Ignacio University,sanignaciouniversity.edu,google,ok
486248,ZMS The Academy,zmsacademy.com,google,ok
486257,Valor Christian College,valorcollege.edu,google,ok
486284,Bethany Global University,bethanygu.edu,google,ok
486345,HVAC Technical Institute,hvac-tech.com,google,ok
486354,United International College,uinternational.edu,google,ok
486372,San Francisco Film School,sanfranciscofilmschool.edu,placeholder,ok
486381,Center for Ultrasound Research & Education,cure.edu,google,ok
486390,Culinary Tech Center,culinarytechcenter.edu,placeholder,ok
486406,Randolph Technical Center,rtc.rand.k12.wv.us,google,ok
486415,AMG School of Nursing,amg.edu,google,ok
486424,Saint Michael College of Allied Health,smcah.edu,google,ok
486433,Presidio Graduate School,presidio.edu,google,ok
486442,Sandra Academy of Salon Services,sandraacademy.edu,google,ok
486488,California Jazz Conservatory,cjc.edu,google,ok
486497,California Barber and Beauty College,californiabarberandbeauty.com,placeholder,ok
486503,Laredo CHI Academy Beauty School,laredochi.com,google,ok
486512,Florida International Training Institute,fitischools.com,duckduckgo,ok
486530,Gould's Academy,gouldsacademy.com,google,ok
486558,Aviation Institute of Maintenance-Fremont,aviationmaintenance.edu,google,ok
486567,Paul Mitchell the School-Tulsa,paulmitchell.edu,google,ok
486576,PPG Technical College,estudiappg.com,google,ok
486619,Academy of Professional Cosmetology,apcschools.com,google,ok
486691,Empire Beauty School-Northlake,empire.edu,placeholder,ok
486707,Ross Medical Education Center-Huntsville,rosseducation.edu,google,ok
486716,Ross Medical Education Center-Knoxville,rosseducation.edu,google,ok
486752,Ross Medical Education Center-Muncie,rosseducation.edu,google,ok
486770,Cortiva Institute-Arlington,cortiva.edu,google,ok
486798,Tulsa Welding School-Houston,tws.edu,google,ok
486813,Pima Medical Institute-El Paso,pmi.edu,google,ok
486822,Pima Medical Institute-Phoenix,pmi.edu,google,ok
486840,Kennesaw State University,kennesaw.edu,google,ok
486859,Entourage Institute of Beauty and Esthetics,entouragebeautyne.com,google,ok
486877,Eastern Suffolk BOCES,adulteducation.esboces.org,google,ok
486886,Eastern Suffolk BOCES,adulteducation.esboces.org,google,ok
486901,Milligan University,milligan.edu,duckduckgo,ok
486938,Chamberlain University-Nevada,chamberlain.edu,google,ok
486947,Chamberlain University-Michigan,chamberlain.edu,google,ok
486956,Chamberlain University-New Jersey,chamberlain.edu,google,ok
486983,Paul Mitchell the School-Madison,paulmitchell.edu,google,ok
487010,The University of Tennessee Health Science Center,uthsc.edu,google,ok
487047,Unitech Training Academy-New Orleans,unitechta.edu,google,ok
487065,Wade Gordon Hairdressing Academy-Lubbock,wadegordonacademy.com,google,ok
487083,Protege Academy,protegeacademy.com,google,ok
487092,Emory University-Oxford College,oxford.emory.edu,wikipedia,ok
487153,The Chicago School at Xavier University of Louisiana,thechicagoschool.edu,duckduckgo,ok
487162,Southern Regional Technical College,southernregional.edu,google,ok
487232,Texas College of Cosmetology-Lubbock,texascollegecosmetology.com,placeholder,ok
487302,Fortis College-Cuyahoga Falls,fortis.edu,placeholder,ok
487311,Jones Technical Institute,jtech.org,google,ok
487320,Texas State Technical College,tstc.edu,google,ok
487348,Aveda Institute Portland-Vancouver Campus,avedapdx.com,placeholder,ok
487375,Arizona College of Nursing-Las Vegas,arizonacollege.edu,google,ok
487384,Florida Career College-Pembroke Pines,floridacareercollege.edu,placeholder,ok
487393,Florida Career College-West Palm Beach,floridacareercollege.edu,placeholder,ok
487409,Florida Career College-Hialeah,floridacareercollege.edu,placeholder,ok
487418,Florida Career College-Lauderdale Lakes,floridacareercollege.edu,placeholder,ok
487436,Florida Career College-Jacksonville,floridacareercollege.edu,placeholder,ok
487445,Florida Career College-Boynton Beach,floridacareercollege.edu,placeholder,ok
487454,Florida Career College-Margate,floridacareercollege.edu,placeholder,ok
487472,Florida Career College-Orlando,floridacareercollege.edu,placeholder,ok
487481,UEI College-Phoenix,uei.edu,placeholder,ok
487490,Florida Career College-Houston,floridacareercollege.edu,placeholder,ok
487506,Aveda Institute-Madison,ibw.edu,google,ok
487524,Husson University,husson.edu,google,ok
487533,Tricoci University of Beauty Culture-Elgin,tricociuniversity.edu,google,ok
487588,Concorde Career College-Southaven,concorde.edu,placeholder,ok
487597,Universal Technical Institute-Southern California,uti.edu,google,ok
487603,Northwest University-Center for Online and Extended Education,northwestu.edu,google,ok
487621,Celebrity Barber School,celebritystylistbeautyschool.com,google,ok
487649,California Institute of Advanced Management,ciam.edu,google,ok
487658,Academy of Interactive Entertainment,lafayette.aie.edu,google,ok
487676,The Temple Annapolis-A Paul Mitchell Partner School,paulmitchell.edu,google,ok
487746,Yeshiva Zichron Aryeh,yeshivazichronaryeh.com,placeholder,ok
487773,Butte County Regional Occupational Program,cte.bcoe.org,google,ok
487791,Arclabs,arclabs.edu,google,ok
487807,Top of the Line Barber College,topofthelinebarbercollege.edu,google,ok
487816,Midfield Institute of Cosmetology,midfieldic.edu,placeholder,ok
487852,American Institute of Alternative Medicine,massageschoolnewjersey.com,placeholder,ok
487861,Felbry College,felbrycollege.edu,placeholder,ok
487889,Regional Center for Border Health,rcbh.edu,placeholder,ok
487904,Kentucky Horseshoeing School,khs.edu,google,ok
487922,Image Maker Beauty Institute,imagemakerbeauty.com,placeholder,ok
487959,Dalton Institute of Esthetics and Cosmetology,daltoninstitute.com,google,ok
487968,CAAN Academy of Nursing,caanacademy.org,google,ok
487977,Martinsburg College,martinsburgcollege.edu,placeholder,ok
487995,Alhambra Medical University,amu.edu,google,ok
488004,Central Yeshiva Beth Joseph,centralyeshivabethjoseph.com,duckduckgo,ok
488013,Garden State Science and Technology Institute,gssti.edu,google,ok
488022,Barber Tech Academy,barbertechacademy.com,google,ok
488031,Abraham Lincoln University,alu.edu,google,ok
488059,Med College,medcollege.edu,google,ok
488077,Sonoran Desert Institute,sdi.edu,google,ok
488110,Natural Images Beauty College,natural-images-bc.com,duckduckgo,ok
488129,Textures Institute of Cosmetology,texturesinstitute.org,google-favicon-256,ok
488138,Williams Technical College,williamstechnicalcollege.com,google,ok
488147,PiBerry Institute,,placeholder,ok
488174,Ea La Mar's Cosmetology & Barber College,ealamarscollege.com,google,ok
488183,Regina Webb Academy,reginawebbacademy.com,placeholder,ok
488192,DeHart Technical School,deharttech.edu,google,ok
488217,Medical Career & Technical College,medicalcareerandtechnicalcollege.edu,google,ok
488226,Center for Neurosomatic Studies,cns.edu,google,ok
488253,Focus Personal Training Institute,fpti.edu,google,ok
488262,Hair Academy School of Barbering & Beauty,hairacademysbb.edu,google,ok
488271,Fosbre Academy of Hair Design,,placeholder,ok
488280,National Personal Training Institute,nptiflorida.edu,placeholder,ok
488299,Mission Beauty Institute,missionbeautyinstitute.wordpress.com,google,ok
488305,Elim Bible Institute and College,elim.edu,google,ok
488314,Beth Medrash of Asbury Park,baismedrashzichronmeir.com,duckduckgo,ok
488332,Hope College of Arts and Sciences,hcas.edu,google,ok
488350,Yeshiva Gedolah Shaarei Shmuel,yeshivagedolahshaareishmuel.com,placeholder,ok
488369,Premier Barber Institute,premierbarberinstitute.com,placeholder,ok
488378,International Beauty Education Center,spokanebeautyschool.com,google,ok
488387,Claremont Lincoln University,claremontlincoln.edu,google,ok
488396,Phipps Academy of Barbering,phippsacademy.com,placeholder,ok
488411,Hoss Lee Academy,hossleeacademy.com,google,ok
488420,Indiana Wellness College,indianawellnesscollege.edu,google,ok
488439,Kenny's Academy of Barbering,kennysacademy.edu,google,ok
488448,Seattle Film Institute,sfi.edu,google,ok
488527,Arkansas Colleges of Health Education,achehealth.edu,google,ok
488554,Burrell College of Osteopathic Medicine,burrell.edu,google,ok
488563,California College of Music,ccmla.edu,google,ok
488572,California Health Sciences University,chsu.edu,google,ok
488590,Christian Culinary Academy,christianculinary.org,google,ok
488651,Glitz School of Cosmetology,glitz.edu,google,ok
488679,Indiana Wesleyan University-National & Global,indwes.edu,google,ok
488721,NationsUniversity,nationsu.edu,google,ok
488730,Northeast Lakeview College,alamo.edu,placeholder,ok
488749,Paul Mitchell the School-Jessup,paulmitchell.edu,google,ok
488776,John Patrick University of Health and Applied Sciences,jpu.edu,google,ok
488785,University of Saint Katherine,,placeholder,ok
488800,Teachers College of San Joaquin,teacherscollegesj.edu,google,ok
488837,U.S. Truck Driver Training School,ustdts.edu,google,ok
488846,University of the People,uopeople.edu,google,ok
488891,South Dade Technical College-South Dade Skills Center Campus,southdadetech.edu,google,ok
488907,Wongu University of Oriental Medicine,wongu.edu,google,ok
488916,Alabama School of Nail Technology & Cosmetology,asntc.edu,google,ok
488934,Tulsa Technology Center,tulsatech.edu,google,ok
488952,Ross Medical Education Center-Elyria,rosseducation.edu,google,ok
488961,Ross Medical Education Center-Lafayette,rosseducation.edu,google,ok
488970,Ross Medical Education Center-Midland,rosseducation.edu,google,ok
